,Parent,Code,Accounts for New T&Q,Account_Name,Account Code,State,Zip_Code,Territory,Cluster,Sub-Region,Named_Account,test,Named-Account Override,Region,City,Fortune_Number,Fortune,Industry,Employees,PYSales,Annual_Revenue_(M),Wallet_Share,Sub-Territory,Segment,New Industry,New Segment,Revenue Band
YMCA of Greater Indianapolis,Total Accounts,16068,false,YMCA of Greater Indianapolis,16068,IN,46204,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Indianapolis,0,false,Non-Profit,3485,125101,36.99,0.97,West,Mid Market,,Mid Market,$0 - $50M
YMCA of Greater Dayton,Total Accounts,16067,false,YMCA of Greater Dayton,16067,OH,45402,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Dayton,0,false,Non-Profit,2464,9425,26.79,0.03,North,Mid Market,,Mid Market,$0 - $50M
YMCA of Dane County,Total Accounts,16066,false,YMCA of Dane County,16066,WI,53717,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Madison,0,false,Non-Profit,1285,65483,11.99,0.38,North,Mid Market,,Mid Market,$0 - $50M
YMCA Louisville,Total Accounts,16065,false,YMCA Louisville,16065,KY,40202,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Louisville,0,false,Non-Profit,4742,74885,40.77,0.41,West,Mid Market,,Mid Market,$0 - $50M
YMCA Detroit,Total Accounts,16064,false,YMCA Detroit,16064,MI,48226,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Detroit,0,false,Non-Profit,170,7890,30.67,0.02,West,Mid Market,,Mid Market,$0 - $50M
YMCA Channel Islands,Total Accounts,16063,false,YMCA Channel Islands,16063,CA,93101,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Santa Barbara,0,false,Non-Profit,487,163099,16.21,0.49,North,Mid Market,,Mid Market,$0 - $50M
YMCA Atlanta,Total Accounts,16062,false,YMCA Atlanta,16062,GA,30303,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Atlanta,0,false,Non-Profit,4461,259212,97.33,0.98,West,Mid Market,,Mid Market,$50 - $100M
YKK Corporation of America,Total Accounts,16061,true,YKK Corporation of America,16061,GA,30066,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Marietta,0,false,Manufacturing - Durables,3643,201271,40,0.71,West,Mid Market,Manufacturing,Mid Market,$0 - $50M
YH America,Total Accounts,16060,true,YH America,16060,KY,40383,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Versailles,0,false,Manufacturing - Durables,1306,17972,34,0.02,North,Mid Market,Manufacturing,Mid Market,$0 - $50M
Ygomi,Total Accounts,16059,true,Ygomi,16059,MN,58102,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Fargo,0,false,IT Services,2965,12683,2.6,0.14,West,Mid Market,Technology,Mid Market,$0 - $50M
Yeshiva University,Total Accounts,16058,true,Yeshiva University,16058,NY,10033,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Higher Education,4903,535950,1126,0.39,East,Key Accounts,Education,Enterprise,"$1,000 - $5,000M"
YESCO,Total Accounts,16057,true,YESCO,16057,UT,84109,UT,Plains Cluster #2,Plains,false,false,false,USA,Salt Lake City,0,false,Manufacturing - Non-Durables,2124,89054,206,0.97,West,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Yeled V'Yalda Early Childhood Center,Total Accounts,16056,true,Yeled V'Yalda Early Childhood Center,16056,NY,11218,NY,New York Cluster #1,New York,false,false,false,USA,Brooklyn,0,false,Services,3061,78945,84.55,0.72,North,Mid Market,Services,Mid Market,$50 - $100M
Year Up,Total Accounts,16055,true,Year Up,16055,MA,02740,MA,NE Cluster #3,Northeast,false,false,false,USA,Boston,0,false,Services,2658,98134,25.29,0.53,North,Mid Market,Services,Mid Market,$0 - $50M
Yazaki,Total Accounts,16054,true,Yazaki,16054,MI,48187,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Canton,0,false,Manufacturing - Durables,689,50410,9390,0.23,South,Mid Market,Manufacturing,Mid Market,"$5,000 - $15,000M"
Yavapai Regional Medical Center,Total Accounts,16053,true,Yavapai Regional Medical Center,16053,AZ,86301,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Prescott,0,false,Hospitals / Health Care,3650,86983,238.7,0.18,South,Mid Market,Healthcare,Mid Market,"$100 - $1,000M"
Yates Petroleum,Total Accounts,16052,true,Yates Petroleum,16052,NM,88210,NM,Southwest Cluster #1,Southwest,false,false,false,USA,Artesia,0,false,Oil & Gas,3867,100821,575,0.46,West,Enterprise,Energy,Enterprise,"$100 - $1,000M"
Yates Companies,Total Accounts,16051,true,Yates Companies,16051,MS,39350,MS,Southeast Cluster #2,Southeast,false,true,false,USA,Philadelphia,0,false,Services,3417,1354476,735.9,0.94,East,Key Accounts,Services,Enterprise,"$100 - $1,000M"
Yardi Systems,Total Accounts,16050,true,Yardi Systems,16050,CA,93117,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Goleta,0,false,IT Services,1010,91104,229,0.43,East,Enterprise,Technology,Enterprise,"$100 - $1,000M"
Yarde Metals,Total Accounts,16049,true,Yarde Metals,16049,CT,06489,CT,NE Cluster #2,Northeast,false,false,false,USA,Southington,0,false,Manufacturing - Durables,735,85974,26.1,0.79,East,Mid Market,Manufacturing,Mid Market,$0 - $50M
Yara,Total Accounts,16048,true,Yara,16048,FL,33602,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Tampa,0,false,Manufacturing - Non-Durables,4142,37990,53.5,0.1,South,Mid Market,Manufacturing,Mid Market,$50 - $100M
Yankees Entertainment & Sports Network,Total Accounts,16047,true,Yankees Entertainment & Sports Network,16047,NY,10022,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Media,1513,93223,16.7,0.44,West,Mid Market,Telecom,Mid Market,$0 - $50M
Yankee Candle Company,Total Accounts,16046,true,Yankee Candle Company,16046,MA,01373,MA,NE Cluster #3,Northeast,false,false,false,USA,South Deerfield,0,false,Retail,230,134030,500,1,South,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Yancey Brothers,Total Accounts,16045,true,Yancey Brothers,16045,GA,30168,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Austell,0,false,Retail,2086,156491,64.9,0.35,East,Mid Market,Consumer,Mid Market,$50 - $100M
Yampa Valley Medical Center,Total Accounts,16044,true,Yampa Valley Medical Center,16044,CO,80487,CO,Plains Cluster #1,Plains,false,false,false,USA,Steamboat Springs,0,false,Hospitals / Health Care,1479,118720,78.11,0.65,West,Mid Market,Healthcare,Mid Market,$50 - $100M
Yammer,Total Accounts,16043,true,Yammer,16043,CA,94103,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Francisco,0,false,Media,3265,82848,14.8,0.14,West,Mid Market,Telecom,Mid Market,$0 - $50M
Yamaha Motor,Total Accounts,16042,true,Yamaha Motor,16042,CA,90630,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Cypress,0,false,Manufacturing - Durables,4206,182234,363.4,0.88,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Yale University,Total Accounts,16041,true,Yale University,16041,CT,06501,CT,NE Cluster #2,Northeast,false,true,false,USA,New Haven,0,false,Higher Education,4467,112316,2820,0.84,South,Enterprise,Education,Enterprise,"$1,000 - $5,000M"
Yale New Haven Health System,Total Accounts,16040,true,Yale New Haven Health System,16040,CT,06501,CT,NE Cluster #2,Northeast,false,false,false,USA,New Haven,0,false,Hospitals / Health Care,4178,254097,1850,0.74,East,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Yakima Valley Memorial Hospital,Total Accounts,16039,true,Yakima Valley Memorial Hospital,16039,WA,98902,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Yakima,0,false,Hospitals / Health Care,3152,118307,334,0.9,West,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
YAI National Institute for People with Disabilities Network,Total Accounts,16038,false,YAI National Institute for People with Disabilities Network,16038,NY,10001,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Non-Profit,1711,138498,500,0.96,West,Enterprise,,Enterprise,"$100 - $1,000M"
Yahoo!,Total Accounts,16037,true,Yahoo!,16037,CA,94089,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Sunnyvale,522,true,Media,2766,70982,4680,0.47,West,Enterprise,Telecom,Enterprise,"$1,000 - $5,000M"
Xyratex International,Total Accounts,16036,true,Xyratex International,16036,CA,94538,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Fremont,0,false,Manufacturing - Durables,802,110147,57.4,0.89,West,Mid Market,Manufacturing,Mid Market,$50 - $100M
Xylem,Total Accounts,16035,true,Xylem,16035,NY,10604,NY,New York Cluster #1,New York,false,false,false,USA,White Plains,617,true,Energy / Utilities,4302,621136,3837,0.59,East,Enterprise,Energy,Enterprise,"$1,000 - $5,000M"
Xttrium Laboratories,Total Accounts,16034,true,Xttrium Laboratories,16034,IL,60056,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Mt. Prospect,0,false,Manufacturing - Non-Durables,190,115440,13.4,0.82,North,Mid Market,Manufacturing,Mid Market,$0 - $50M
Xtra Lease,Total Accounts,16033,true,Xtra Lease,16033,MO,63105,MO,Plains Cluster #1,Plains,false,false,false,USA,St. Louis,0,false,Services,2860,121503,52.9,0.33,North,Mid Market,Services,Mid Market,$50 - $100M
XTO Energy,Total Accounts,16032,true,XTO Energy,16032,TX,76102,TX West,Texas Cluster #1,Texas,false,false,false,USA,Fort Worth,0,false,Oil & Gas,3915,227943,9064,0.4,North,Enterprise,Energy,Enterprise,"$5,000 - $15,000M"
XRS Corporation,Total Accounts,16031,true,XRS Corporation,16031,MN,55344,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Eden Prairie,0,false,IT Services,3789,33753,63.09,0.07,South,Mid Market,Technology,Mid Market,$50 - $100M
XPAC,Total Accounts,16030,true,XPAC,16030,IL,61264,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Milan,0,false,Logistics / Transportation,925,91607,142.1,0.6,West,Enterprise,Services,Enterprise,"$100 - $1,000M"
XOMA,Total Accounts,16029,true,XOMA,16029,CA,94710,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Berkeley,0,false,Pharmaceuticals,2131,11397,35.45,0.02,South,Mid Market,Healthcare,Mid Market,$0 - $50M
XOJET,Total Accounts,16028,true,XOJET,16028,CA,94005,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Brisbane,0,false,Logistics / Transportation,2970,237075,500,0.59,East,Enterprise,Services,Enterprise,"$100 - $1,000M"
XO Group,Total Accounts,16027,true,XO Group,16027,NY,10013,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Media,1340,75337,133.8,0.28,North,Enterprise,Telecom,Enterprise,"$100 - $1,000M"
XO Communications,Total Accounts,16026,true,XO Communications,16026,VA,20171,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Herndon,0,false,Telecom,4074,255705,1477,0.5,East,Enterprise,Telecom,Enterprise,"$1,000 - $5,000M"
XL Group,Total Accounts,16025,true,XL Group,16025,CT,06901,CT,NE Cluster #2,Northeast,false,false,false,USA,Stamford,0,false,Insurance,3694,79268,723.5,0.31,West,Enterprise,Insurance,Enterprise,"$100 - $1,000M"
Xilinx,Total Accounts,16024,true,Xilinx,16024,CA,95124,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Jose,919,true,IT Services,3724,985589,2169,0.73,South,Enterprise,Technology,Enterprise,"$1,000 - $5,000M"
Xerox Corporation,Total Accounts,16023,true,Xerox Corporation,16023,CT,06850,CT,NE Cluster #2,Northeast,false,true,false,USA,Norwalk,137,true,Consumer Products,511,103549,21838,0,North,Key Accounts,Consumer,Enterprise,"$15,000"
Xerium Technologies,Total Accounts,16022,true,Xerium Technologies,16022,NC,27615,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Raleigh,0,false,Manufacturing - Durables,4586,621136,538.7,0.59,West,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
XenoPort,Total Accounts,16021,true,XenoPort,16021,CA,95051,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Santa Clara,0,false,Pharmaceuticals,2982,55923,21.62,0.54,South,Mid Market,Healthcare,Mid Market,$0 - $50M
Xcoal Energy & Resources,Total Accounts,16020,true,Xcoal Energy & Resources,16020,PA,15650,PA,NE Cluster #1,Northeast,false,false,false,USA,Latrobe,0,false,Minerals & Mining,623,37990,5.9,0.08,West,Mid Market,Manufacturing,Mid Market,$0 - $50M
Xcel Energy,Total Accounts,16019,true,Xcel Energy,16019,MN,55401,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Minneapolis,257,true,Energy / Utilities,1836,102580,10915,0.34,North,Enterprise,Energy,Enterprise,"$5,000 - $15,000M"
Xavier University,Total Accounts,16018,true,Xavier University,16018,OH,45207,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Cincinnati,0,false,Higher Education,3237,25717,20.16,0.11,South,Mid Market,Education,Mid Market,$0 - $50M
Xanterra Parks & Resorts,Total Accounts,16017,true,Xanterra Parks & Resorts,16017,CO,80111,CO,Plains Cluster #1,Plains,false,false,false,USA,Englewood,0,false,Leisure,524,76469,301.4,0.9,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Xanodyne Pharmaceuticals,Total Accounts,16016,true,Xanodyne Pharmaceuticals,16016,OH,41071,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Newport,0,false,Pharmaceuticals,112,98829,23.1,0.61,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Xanitos,Total Accounts,16015,true,Xanitos,16015,PA,19073,PA,NE Cluster #1,Northeast,false,false,false,USA,Newtown Square,0,false,Services,4370,113971,12.1,0.15,South,Mid Market,Services,Mid Market,$0 - $50M
XanGo,Total Accounts,16014,true,XanGo,16014,UT,84043,UT,Plains Cluster #2,Plains,false,false,false,USA,Lehi,0,false,Consumer Products,1041,84799,2000,0.95,East,Enterprise,Consumer,Enterprise,"$1,000 - $5,000M"
Xaloy Inc,Total Accounts,16013,true,Xaloy Inc,16013,PA,16101,PA,NE Cluster #1,Northeast,false,false,false,USA,New Castle,0,false,Manufacturing - Durables,2245,71865,44.1,0.74,North,Mid Market,Manufacturing,Mid Market,$0 - $50M
Xactly Corporation,Total Accounts,16012,true,Xactly Corporation,16012,CA,95113,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Jose,0,false,IT Services,516,136923,12.6,0.56,West,Mid Market,Technology,Mid Market,$0 - $50M
X-Rite,Total Accounts,16011,true,X-Rite,16011,MI,49512,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Grand Rapids,0,false,Consumer Products,2438,56228,191.7,0.26,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Wytheville Community College,Total Accounts,16010,true,Wytheville Community College,16010,VA,24382,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Wytheville,0,false,Higher Education,320,98209,23.98,0.54,East,Mid Market,Education,Mid Market,$0 - $50M
Wyoming Medical Center,Total Accounts,16009,true,Wyoming Medical Center,16009,WY,82601,WY,Northwest Cluster #1,Northwest,false,false,false,USA,Casper,0,false,Hospitals / Health Care,4960,181132,227.9,0.72,West,Key Accounts,Healthcare,Enterprise,"$100 - $1,000M"
Wyoming Machinery Company,Total Accounts,16008,true,Wyoming Machinery Company,16008,WY,82604,WY,Northwest Cluster #1,Northwest,false,false,false,USA,Casper,0,false,Consumer Products,4996,117303,40.4,0.93,South,Key Accounts,Consumer,Enterprise,$0 - $50M
Wynn Resorts,Total Accounts,16007,true,Wynn Resorts,16007,NV,89121,NV,Southwest Cluster #1,Southwest,false,false,false,USA,Las Vegas,452,true,Leisure,1091,68012,5621,0.37,South,Enterprise,Consumer,Enterprise,"$5,000 - $15,000M"
Wyndham Worldwide,Total Accounts,16006,true,Wyndham Worldwide,16006,NY,07054,NY,New York Cluster #1,New York,false,false,false,USA,Parsippany,494,true,Leisure,474,150670,5009,0.83,West,Mid Market,Consumer,Mid Market,"$5,000 - $15,000M"
Wyndham Jade,Total Accounts,16005,true,Wyndham Jade,16005,TX,75093,TX West,Texas Cluster #1,Texas,false,false,false,USA,Plano,0,false,Services,4985,110944,16.1,0.78,West,Key Accounts,Services,Enterprise,$0 - $50M
Wyle Laboratories,Total Accounts,16004,true,Wyle Laboratories,16004,CA,90245,CA,Southwest Cluster #2,Southwest,false,false,false,USA,El Segundo,0,false,Services,3837,715645,1200,0.65,East,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
Wyckoff Heights Medical Center,Total Accounts,16003,true,Wyckoff Heights Medical Center,16003,NY,11237,NY,New York Cluster #1,New York,false,false,false,USA,Brooklyn,0,false,Hospitals / Health Care,3059,190752,43,0.6,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Wyckoff Farms,Total Accounts,16002,true,Wyckoff Farms,16002,WA,98930,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Grandview,0,false,Consumer Products,97,72182,17.2,0.38,South,Mid Market,Consumer,Mid Market,$0 - $50M
"Wyatt, Tarrant, & Combs",Total Accounts,16001,true,"Wyatt, Tarrant, & Combs",16001,KY,40507,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Lexington,0,false,Legal Services,4288,553550,500,0.84,North,Enterprise,Services,Enterprise,"$100 - $1,000M"
Wurth USA,Total Accounts,16000,true,Wurth USA,16000,NY,07446,NY,New York Cluster #1,New York,false,false,false,USA,Ramsey,0,false,Retail,2681,117249,92,0.95,West,Mid Market,Consumer,Mid Market,$50 - $100M
Wurth Baer Supply Company,Total Accounts,15999,true,Wurth Baer Supply Company,15999,IL,60061,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Vernon Hills,0,false,Retail,2877,130967,25.5,0.38,East,Mid Market,Consumer,Mid Market,$0 - $50M
Wuesthoff Health System,Total Accounts,15998,true,Wuesthoff Health System,15998,FL,32955,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Rockledge,0,false,Hospitals / Health Care,4325,26520,1.307,0.03,West,Mid Market,Healthcare,Mid Market,$0 - $50M
WTAS,Total Accounts,15997,true,WTAS,15997,CA,94105,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Francisco,0,false,Professional Services,2952,75615,21.2,0.24,South,Mid Market,Services,Mid Market,$0 - $50M
WSP Group,Total Accounts,15996,true,WSP Group,15996,VA,20191,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Reston,0,false,Services,1362,103928,16.2,0.24,West,Mid Market,Services,Mid Market,$0 - $50M
WSP Flack + Kurtz,Total Accounts,15995,true,WSP Flack + Kurtz,15995,NY,10017,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Services,4400,99652,61.21,0.22,East,Mid Market,Services,Mid Market,$50 - $100M
WSFS Bank,Total Accounts,15994,true,WSFS Bank,15994,DE,19801,DE,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Wilmington,0,false,Banking,4292,79091,208.8,0.19,South,Mid Market,Banking,Mid Market,"$100 - $1,000M"
WS Packaging,Total Accounts,15993,true,WS Packaging,15993,WI,54229,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Green Bay,0,false,Manufacturing - Durables,3397,315028,500,0.49,West,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
WRScompass,Total Accounts,15992,true,WRScompass,15992,FL,33619,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Tampa,0,false,Services,3944,142920,92.11,0.38,South,Mid Market,Services,Mid Market,$50 - $100M
Writers Guild of America West,Total Accounts,15991,true,Writers Guild of America West,15991,CA,90048,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Leisure,1481,187574,25.17,0.74,North,Mid Market,Consumer,Mid Market,$0 - $50M
Wright-Patt Credit Union,Total Accounts,15990,true,Wright-Patt Credit Union,15990,OH,45324,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Fairborn,0,false,Banking,2184,172281,74.29,0.76,West,Mid Market,Banking,Mid Market,$50 - $100M
Wright State University,Total Accounts,15989,true,Wright State University,15989,OH,45435,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Dayton,0,false,Higher Education,4260,185546,301,0.47,East,Enterprise,Education,Enterprise,"$100 - $1,000M"
Wright Medical Technology,Total Accounts,15988,true,Wright Medical Technology,15988,TN,38002,TN,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Arlington,0,false,Medical Devices,954,82678,500,0.71,West,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
