,Parent,Code,Zips,Zips Item,SubTerritory,Patch,Territory Parent,Parent Reassign,ParentCode
64504,VT,64504,64504,64504,East,Cold,VT,VT,US-VT
64506,VT,64506,64506,64506,West,Cold,VT,VT,US-VT
64507,VT,64507,64507,64507,North,Cold,VT,VT,US-VT
64628,VT,64628,64628,64628,South,Cold,VT,VT,US-VT
64658,VT,64658,64658,64658,East,Cold,VT,VT,US-VT
64683,VT,64683,64683,64683,West,Cold,VT,VT,US-VT
64730,VT,64730,64730,64730,North,Cold,VT,VT,US-VT
64735,VT,64735,64735,64735,South,Cold,VT,VT,US-VT
65202,VT,65202,65202,65202,West,Cold,VT,VT,US-VT
65270,VT,65270,65270,65270,North,Cold,VT,VT,US-VT
65301,VT,65301,65301,65301,South,Cold,VT,VT,US-VT
65340,VT,65340,65340,65340,West,Cold,VT,VT,US-VT
66012,VT,66012,66012,66012,West,Cold,VT,VT,US-VT
66044,VT,66044,66044,66044,East,Cold,VT,VT,US-VT
66061,VT,66061,66061,66061,North,Cold,VT,VT,US-VT
66062,VT,66062,66062,66062,West,Cold,VT,VT,US-VT
66067,VT,66067,66067,66067,North,Cold,VT,VT,US-VT
66086,VT,66086,66086,66086,East,Cold,VT,VT,US-VT
66106,VT,66106,66106,66106,West,Cold,VT,VT,US-VT
66111,VT,66111,66111,66111,South,Cold,VT,VT,US-VT
66210,VT,66210,66210,66210,West,Cold,VT,VT,US-VT
66212,VT,66212,66212,66212,South,Cold,VT,VT,US-VT
66213,VT,66213,66213,66213,North,Cold,VT,VT,US-VT
66215,VT,66215,66215,66215,North,Cold,VT,VT,US-VT
66219,VT,66219,66219,66219,South,Warm,VT,VT,US-VT
66441,VT,66441,66441,66441,South,Cold,VT,VT,US-VT
66502,VT,66502,66502,66502,West,Cold,VT,VT,US-VT
66508,VT,66508,66508,66508,East,Cold,VT,VT,US-VT
66604,VT,66604,66604,66604,South,Cold,VT,VT,US-VT
66606,VT,66606,66606,66606,West,Cold,VT,VT,US-VT
66607,VT,66607,66607,66607,North,Cold,VT,VT,US-VT
66720,VT,66720,66720,66720,East,Cold,VT,VT,US-VT
66725,VT,66725,66725,66725,North,Cold,VT,VT,US-VT
66762,VT,66762,66762,66762,South,Cold,VT,VT,US-VT
66801,VT,66801,66801,66801,North,Cold,VT,VT,US-VT
66901,VT,66901,66901,66901,East,Cold,VT,VT,US-VT
67042,VT,67042,67042,67042,West,Cold,VT,VT,US-VT
67107,VT,67107,67107,67107,North,Cold,VT,VT,US-VT
67114,VT,67114,67114,67114,South,Cold,VT,VT,US-VT
67124,VT,67124,67124,67124,East,Cold,VT,VT,US-VT
67206,VT,67206,67206,67206,North,Cold,VT,VT,US-VT
67210,VT,67210,67210,67210,West,Cold,VT,VT,US-VT
67213,VT,67213,67213,67213,South,Cold,VT,VT,US-VT
67215,VT,67215,67215,67215,East,Cold,VT,VT,US-VT
67217,VT,67217,67217,67217,West,Cold,VT,VT,US-VT
67219,VT,67219,67219,67219,South,Cold,VT,VT,US-VT
67220,VT,67220,67220,67220,West,Warm,VT,VT,US-VT
67226,VT,67226,67226,67226,West,Cold,VT,VT,US-VT
67337,VT,67337,67337,67337,South,Cold,VT,VT,US-VT
67357,VT,67357,67357,67357,West,Cold,VT,VT,US-VT
67401,VT,67401,67401,67401,North,Cold,VT,VT,US-VT
67410,VT,67410,67410,67410,South,Cold,VT,VT,US-VT
67439,VT,67439,67439,67439,East,Cold,VT,VT,US-VT
67456,VT,67456,67456,67456,West,Cold,VT,VT,US-VT
67460,VT,67460,67460,67460,North,Cold,VT,VT,US-VT
67480,VT,67480,67480,67480,South,Cold,VT,VT,US-VT
67501,VT,67501,67501,67501,East,Cold,VT,VT,US-VT
67502,VT,67502,67502,67502,West,Cold,VT,VT,US-VT
67530,VT,67530,67530,67530,North,Cold,VT,VT,US-VT
67601,VT,67601,67601,67601,South,Cold,VT,VT,US-VT
67661,VT,67661,67661,67661,West,Cold,VT,VT,US-VT
67860,VT,67860,67860,67860,North,Cold,VT,VT,US-VT
67880,VT,67880,67880,67880,South,Cold,VT,VT,US-VT
67901,VT,67901,67901,67901,East,Cold,VT,VT,US-VT
68008,VT,68008,68008,68008,West,Cold,VT,VT,US-VT
68022,VT,68022,68022,68022,South,Cold,VT,VT,US-VT
68025,VT,68025,68025,68025,East,Cold,VT,VT,US-VT
68046,VT,68046,68046,68046,West,Cold,VT,VT,US-VT
68066,VT,68066,68066,68066,North,Cold,VT,VT,US-VT
68107,VT,68107,68107,68107,South,Cold,VT,VT,US-VT
68110,VT,68110,68110,68110,West,Cold,VT,VT,US-VT
68114,VT,68114,68114,68114,South,Warm,VT,VT,US-VT
68122,VT,68122,68122,68122,South,Cold,VT,VT,US-VT
68124,VT,68124,68124,68124,East,Cold,VT,VT,US-VT
68127,VT,68127,68127,68127,South,Cold,VT,VT,US-VT
68130,VT,68130,68130,68130,East,Cold,VT,VT,US-VT
68137,VT,68137,68137,68137,West,Cold,VT,VT,US-VT
68138,VT,68138,68138,68138,North,Cold,VT,VT,US-VT
68144,VT,68144,68144,68144,West,Cold,VT,VT,US-VT
68154,VT,68154,68154,68154,East,Warm,VT,VT,US-VT
68164,VT,68164,68164,68164,West,Cold,VT,VT,US-VT
68310,VT,68310,68310,68310,South,Cold,VT,VT,US-VT
68467,VT,68467,68467,68467,East,Cold,VT,VT,US-VT
68502,VT,68502,68502,68502,South,Cold,VT,VT,US-VT
68505,VT,68505,68505,68505,South,Cold,VT,VT,US-VT
68506,VT,68506,68506,68506,East,Cold,VT,VT,US-VT
68512,VT,68512,68512,68512,South,Cold,VT,VT,US-VT
68524,VT,68524,68524,68524,East,Cold,VT,VT,US-VT
68528,VT,68528,68528,68528,West,Cold,VT,VT,US-VT
68601,VT,68601,68601,68601,North,Cold,VT,VT,US-VT
68632,VT,68632,68632,68632,South,Cold,VT,VT,US-VT
68801,VT,68801,68801,68801,North,Cold,VT,VT,US-VT
68803,VT,68803,68803,68803,South,Cold,VT,VT,US-VT
68818,VT,68818,68818,68818,West,Cold,VT,VT,US-VT
68822,VT,68822,68822,68822,North,Cold,VT,VT,US-VT
68826,VT,68826,68826,68826,South,Cold,VT,VT,US-VT
68845,VT,68845,68845,68845,East,Cold,VT,VT,US-VT
68901,VT,68901,68901,68901,West,Cold,VT,VT,US-VT
69101,VT,69101,69101,69101,South,Cold,VT,VT,US-VT
74006,VT,74006,74006,74006,South,Cold,VT,VT,US-VT
74653,VT,74653,74653,74653,North,Cold,VT,VT,US-VT
VT,NE Cluster #2,US-VT,,,,,,,
03047,NH,03047,03047,03047,North,Cold,NH,NH,US-NH
03051,NH,03051,03051,03051,South,Cold,NH,NH,US-NH
03054,NH,03054,03054,03054,West,Cold,NH,NH,US-NH
03055,NH,03055,03055,03055,East,Cold,NH,NH,US-NH
03060,NH,03060,03060,03060,West,Cold,NH,NH,US-NH
03215,NH,03215,03215,03215,East,Cold,NH,NH,US-NH
03242,NH,03242,03242,03242,West,Cold,NH,NH,US-NH
03246,NH,03246,03246,03246,North,Cold,NH,NH,US-NH
03257,NH,03257,03257,03257,East,Cold,NH,NH,US-NH
03264,NH,03264,03264,03264,North,Cold,NH,NH,US-NH
03275,NH,03275,03275,03275,East,Cold,NH,NH,US-NH
03301,NH,03301,03301,03301,West,Cold,NH,NH,US-NH
03431,NH,03431,03431,03431,East,Cold,NH,NH,US-NH
03458,NH,03458,03458,03458,West,Cold,NH,NH,US-NH
03561,NH,03561,03561,03561,North,Cold,NH,NH,US-NH
03570,NH,03570,03570,03570,South,Cold,NH,NH,US-NH
03580,NH,03580,03580,03580,West,Cold,NH,NH,US-NH
03584,NH,03584,03584,03584,North,Cold,NH,NH,US-NH
03743,NH,03743,03743,03743,South,Cold,NH,NH,US-NH
03755,NH,03755,03755,03755,East,Cold,NH,NH,US-NH
03756,NH,03756,03756,03756,South,Cold,NH,NH,US-NH
03773,NH,03773,03773,03773,West,Cold,NH,NH,US-NH
03860,NH,03860,03860,03860,North,Cold,NH,NH,US-NH
03894,NH,03894,03894,03894,South,Cold,NH,NH,US-NH
NH,NE Cluster #2,US-NH,,,,,,,
06001,CT,06001,06001,06001,West,Cold,CT,CT,CT
06002,CT,06002,06002,06002,West,Cold,CT,CT,CT
06006,CT,06006,06006,06006,South,Cold,CT,CT,CT
06010,CT,06010,06010,06010,South,Cold,CT,CT,CT
06016,CT,06016,06016,06016,South,Cold,CT,CT,CT
06026,CT,06026,06026,06026,East,Cold,CT,CT,CT
06030,CT,06030,06030,06030,West,Cold,CT,CT,CT
06033,CT,06033,06033,06033,East,Cold,CT,CT,CT
06037,CT,06037,06037,06037,North,Cold,CT,CT,CT
06040,CT,06040,06040,06040,South,Cold,CT,CT,CT
06050,CT,06050,06050,06050,North,Cold,CT,CT,CT
06062,CT,06062,06062,06062,West,Cold,CT,CT,CT
06070,CT,06070,06070,06070,South,Cold,CT,CT,CT
06074,CT,06074,06074,06074,North,Cold,CT,CT,CT
06082,CT,06082,06082,06082,North,Cold,CT,CT,CT
06096,CT,06096,06096,06096,West,Cold,CT,CT,CT
06101,CT,06101,06101,06101,North,Hot,CT,CT,CT
06105,CT,06105,06105,06105,South,Cold,CT,CT,CT
06108,CT,06108,06108,06108,North,Cold,CT,CT,CT
06111,CT,06111,06111,06111,East,Cold,CT,CT,CT
06226,CT,06226,06226,06226,North,Cold,CT,CT,CT
06260,CT,06260,06260,06260,South,Cold,CT,CT,CT
06263,CT,06263,06263,06263,North,Cold,CT,CT,CT
06268,CT,06268,06268,06268,South,Cold,CT,CT,CT
06281,CT,06281,06281,06281,East,Cold,CT,CT,CT
06320,CT,06320,06320,06320,West,Cold,CT,CT,CT
06338,CT,06338,06338,06338,West,Cold,CT,CT,CT
06360,CT,06360,06360,06360,North,Cold,CT,CT,CT
06371,CT,06371,06371,06371,South,Cold,CT,CT,CT
06379,CT,06379,06379,06379,East,Cold,CT,CT,CT
06382,CT,06382,06382,06382,West,Cold,CT,CT,CT
06408,CT,06408,06408,06408,North,Cold,CT,CT,CT
06416,CT,06416,06416,06416,West,Cold,CT,CT,CT
06426,CT,06426,06426,06426,North,Cold,CT,CT,CT
06450,CT,06450,06450,06450,South,Cold,CT,CT,CT
06457,CT,06457,06457,06457,North,Cold,CT,CT,CT
06460,CT,06460,06460,06460,West,Warm,CT,CT,CT
06468,CT,06468,06468,06468,East,Cold,CT,CT,CT
06470,CT,06470,06470,06470,West,Cold,CT,CT,CT
06473,CT,06473,06473,06473,North,Cold,CT,CT,CT
06477,CT,06477,06477,06477,West,Cold,CT,CT,CT
06478,CT,06478,06478,06478,South,Cold,CT,CT,CT
06482,CT,06482,06482,06482,East,Cold,CT,CT,CT
06484,CT,06484,06484,06484,West,Warm,CT,CT,CT
06488,CT,06488,06488,06488,South,Cold,CT,CT,CT
06489,CT,06489,06489,06489,East,Cold,CT,CT,CT
06492,CT,06492,06492,06492,North,Cold,CT,CT,CT
06501,CT,06501,06501,06501,South,Cold,CT,CT,CT
06512,CT,06512,06512,06512,East,Cold,CT,CT,CT
06601,CT,06601,06601,06601,North,Cold,CT,CT,CT
06614,CT,06614,06614,06614,West,Cold,CT,CT,CT
06701,CT,06701,06701,06701,South,Cold,CT,CT,CT
06750,CT,06750,06750,06750,South,Cold,CT,CT,CT
06762,CT,06762,06762,06762,East,Cold,CT,CT,CT
06778,CT,06778,06778,06778,West,Cold,CT,CT,CT
06790,CT,06790,06790,06790,North,Cold,CT,CT,CT
06801,CT,06801,06801,06801,East,Cold,CT,CT,CT
06810,CT,06810,06810,06810,West,Hot,CT,CT,CT
06820,CT,06820,06820,06820,East,Cold,CT,CT,CT
06824,CT,06824,06824,06824,North,Cold,CT,CT,CT
06840,CT,06840,06840,06840,East,Cold,CT,CT,CT
06850,CT,06850,06850,06850,North,Hot,CT,CT,CT
06877,CT,06877,06877,06877,East,Cold,CT,CT,CT
06880,CT,06880,06880,06880,East,Cold,CT,CT,CT
06897,CT,06897,06897,06897,South,Cold,CT,CT,CT
06901,CT,06901,06901,06901,West,Hot,CT,CT,CT
CT,NE Cluster #2,CT,,,,,,,
NE Cluster #2,Northeast,,,,,,,,
01001,MA,01001,01001,01001,North,Cold,MA,MA,US-MA
01002,MA,01002,01002,01002,South,Cold,MA,MA,US-MA
01013,MA,01013,01013,01013,North,Cold,MA,MA,US-MA
01040,MA,01040,01040,01040,East,Cold,MA,MA,US-MA
01062,MA,01062,01062,01062,South,Cold,MA,MA,US-MA
01069,MA,01069,01069,01069,North,Cold,MA,MA,US-MA
01075,MA,01075,01075,01075,South,Cold,MA,MA,US-MA
01082,MA,01082,01082,01082,East,Cold,MA,MA,US-MA
01085,MA,01085,01085,01085,West,Cold,MA,MA,US-MA
01095,MA,01095,01095,01095,South,Cold,MA,MA,US-MA
01106,MA,01106,01106,01106,East,Warm,MA,MA,US-MA
01301,MA,01301,01301,01301,West,Cold,MA,MA,US-MA
01373,MA,01373,01373,01373,South,Cold,MA,MA,US-MA
01420,MA,01420,01420,01420,East,Cold,MA,MA,US-MA
01432,MA,01432,01432,01432,North,Cold,MA,MA,US-MA
01440,MA,01440,01440,01440,East,Cold,MA,MA,US-MA
01441,MA,01441,01441,01441,West,Cold,MA,MA,US-MA
01453,MA,01453,01453,01453,North,Cold,MA,MA,US-MA
01460,MA,01460,01460,01460,South,Cold,MA,MA,US-MA
01469,MA,01469,01469,01469,West,Cold,MA,MA,US-MA
01501,MA,01501,01501,01501,North,Cold,MA,MA,US-MA
01510,MA,01510,01510,01510,East,Cold,MA,MA,US-MA
01532,MA,01532,01532,01532,West,Cold,MA,MA,US-MA
01540,MA,01540,01540,01540,East,Cold,MA,MA,US-MA
01550,MA,01550,01550,01550,West,Cold,MA,MA,US-MA
01562,MA,01562,01562,01562,East,Cold,MA,MA,US-MA
01564,MA,01564,01564,01564,West,Cold,MA,MA,US-MA
01570,MA,01570,01570,01570,North,Cold,MA,MA,US-MA
01571,MA,01571,01571,01571,South,Cold,MA,MA,US-MA
01580,MA,01580,01580,01580,East,Warm,MA,MA,US-MA
01588,MA,01588,01588,01588,East,Cold,MA,MA,US-MA
01601,MA,01601,01601,01601,West,Warm,MA,MA,US-MA
01612,MA,01612,01612,01612,North,Cold,MA,MA,US-MA
01701,MA,01701,01701,01701,South,Warm,MA,MA,US-MA
01718,MA,01718,01718,01718,North,Cold,MA,MA,US-MA
01721,MA,01721,01721,01721,South,Cold,MA,MA,US-MA
01730,MA,01730,01730,01730,East,Hot,MA,MA,US-MA
01742,MA,01742,01742,01742,West,Cold,MA,MA,US-MA
01745,MA,01745,01745,01745,South,Cold,MA,MA,US-MA
01746,MA,01746,01746,01746,West,Cold,MA,MA,US-MA
01748,MA,01748,01748,01748,South,Cold,MA,MA,US-MA
01752,MA,01752,01752,01752,East,Cold,MA,MA,US-MA
01757,MA,01757,01757,01757,East,Cold,MA,MA,US-MA
01760,MA,01760,01760,01760,East,Cold,MA,MA,US-MA
01801,MA,01801,01801,01801,East,Cold,MA,MA,US-MA
01803,MA,01803,01803,01803,South,Hot,MA,MA,US-MA
01810,MA,01810,01810,01810,West,Warm,MA,MA,US-MA
01821,MA,01821,01821,01821,East,Warm,MA,MA,US-MA
01824,MA,01824,01824,01824,North,Warm,MA,MA,US-MA
01830,MA,01830,01830,01830,West,Cold,MA,MA,US-MA
01833,MA,01833,01833,01833,South,Cold,MA,MA,US-MA
01840,MA,01840,01840,01840,East,Cold,MA,MA,US-MA
01844,MA,01844,01844,01844,East,Cold,MA,MA,US-MA
01845,MA,01845,01845,01845,North,Cold,MA,MA,US-MA
01850,MA,01850,01850,01850,West,Cold,MA,MA,US-MA
01862,MA,01862,01862,01862,East,Cold,MA,MA,US-MA
01864,MA,01864,01864,01864,East,Cold,MA,MA,US-MA
01876,MA,01876,01876,01876,West,Cold,MA,MA,US-MA
01880,MA,01880,01880,01880,North,Cold,MA,MA,US-MA
01886,MA,01886,01886,01886,East,Cold,MA,MA,US-MA
01887,MA,01887,01887,01887,South,Cold,MA,MA,US-MA
01890,MA,01890,01890,01890,East,Cold,MA,MA,US-MA
01901,MA,01901,01901,01901,North,Cold,MA,MA,US-MA
01913,MA,01913,01913,01913,South,Cold,MA,MA,US-MA
01915,MA,01915,01915,01915,East,Warm,MA,MA,US-MA
01923,MA,01923,01923,01923,East,Cold,MA,MA,US-MA
01930,MA,01930,01930,01930,South,Cold,MA,MA,US-MA
01938,MA,01938,01938,01938,East,Cold,MA,MA,US-MA
01940,MA,01940,01940,01940,West,Cold,MA,MA,US-MA
01950,MA,01950,01950,01950,North,Cold,MA,MA,US-MA
01952,MA,01952,01952,01952,North,Cold,MA,MA,US-MA
01960,MA,01960,01960,01960,South,Cold,MA,MA,US-MA
01965,MA,01965,01965,01965,East,Cold,MA,MA,US-MA
01970,MA,01970,01970,01970,West,Cold,MA,MA,US-MA
01982,MA,01982,01982,01982,North,Cold,MA,MA,US-MA
02018,MA,02018,02018,02018,South,Cold,MA,MA,US-MA
02021,MA,02021,02021,02021,South,Cold,MA,MA,US-MA
02026,MA,02026,02026,02026,East,Cold,MA,MA,US-MA
02032,MA,02032,02032,02032,East,Cold,MA,MA,US-MA
02035,MA,02035,02035,02035,North,Cold,MA,MA,US-MA
02038,MA,02038,02038,02038,South,Cold,MA,MA,US-MA
02334,MA,02334,02334,02334,South,Cold,MA,MA,US-MA
02703,MA,02703,02703,02703,East,Warm,MA,MA,US-MA
02718,MA,02718,02718,02718,South,Cold,MA,MA,US-MA
02719,MA,02719,02719,02719,East,Cold,MA,MA,US-MA
02720,MA,02720,02720,02720,West,Warm,MA,MA,US-MA
02740,MA,02740,02740,02740,West,Cold,MA,MA,US-MA
02802,MA,02802,02802,02802,South,Cold,MA,MA,US-MA
02808,MA,02808,02808,02808,West,Cold,MA,MA,US-MA
02818,MA,02818,02818,02818,North,Warm,MA,MA,US-MA
02822,MA,02822,02822,02822,East,Cold,MA,MA,US-MA
02823,MA,02823,02823,02823,West,Warm,MA,MA,US-MA
02828,MA,02828,02828,02828,East,Cold,MA,MA,US-MA
02840,MA,02840,02840,02840,West,Warm,MA,MA,US-MA
02852,MA,02852,02852,02852,South,Cold,MA,MA,US-MA
02860,MA,02860,02860,02860,East,Hot,MA,MA,US-MA
02864,MA,02864,02864,02864,East,Cold,MA,MA,US-MA
02872,MA,02872,02872,02872,West,Cold,MA,MA,US-MA
02881,MA,02881,02881,02881,North,Cold,MA,MA,US-MA
02893,MA,02893,02893,02893,South,Cold,MA,MA,US-MA
02895,MA,02895,02895,02895,West,Warm,MA,MA,US-MA
02901,MA,02901,02901,02901,East,Hot,MA,MA,US-MA
02914,MA,02914,02914,02914,North,Cold,MA,MA,US-MA
02919,MA,02919,02919,02919,South,Cold,MA,MA,US-MA
02108,MA,02108,02108,02108,East,Hot,MA,MA,US-MA
02121,MA,02121,02121,02121,North,Cold,MA,MA,US-MA
02126,MA,02126,02126,02126,South,Cold,MA,MA,US-MA
02135,MA,02135,02135,02135,East,Cold,MA,MA,US-MA
02143,MA,02143,02143,02143,South,Cold,MA,MA,US-MA
02148,MA,02148,02148,02148,South,Cold,MA,MA,US-MA
02149,MA,02149,02149,02149,East,Cold,MA,MA,US-MA
02150,MA,02150,02150,02150,West,Cold,MA,MA,US-MA
02153,MA,02153,02153,02153,South,Cold,MA,MA,US-MA
02163,MA,02163,02163,02163,West,Hot,MA,MA,US-MA
02169,MA,02169,02169,02169,West,Warm,MA,MA,US-MA
02171,MA,02171,02171,02171,West,Cold,MA,MA,US-MA
02184,MA,02184,02184,02184,North,Cold,MA,MA,US-MA
02186,MA,02186,02186,02186,West,Cold,MA,MA,US-MA
02188,MA,02188,02188,02188,South,Cold,MA,MA,US-MA
02190,MA,02190,02190,02190,East,Cold,MA,MA,US-MA
02301,MA,02301,02301,02301,North,Cold,MA,MA,US-MA
02464,MA,02464,02464,02464,South,Cold,MA,MA,US-MA
02467,MA,02467,02467,02467,East,Cold,MA,MA,US-MA
02471,MA,02471,02471,02471,West,Warm,MA,MA,US-MA
02478,MA,02478,02478,02478,North,Cold,MA,MA,US-MA
02492,MA,02492,02492,02492,East,Cold,MA,MA,US-MA
02493,MA,02493,02493,02493,East,Cold,MA,MA,US-MA
02494,MA,02494,02494,02494,West,Cold,MA,MA,US-MA
02532,MA,02532,02532,02532,South,Cold,MA,MA,US-MA
02543,MA,02543,02543,02543,East,Cold,MA,MA,US-MA
02554,MA,02554,02554,02554,West,Cold,MA,MA,US-MA
02559,MA,02559,02559,02559,South,Cold,MA,MA,US-MA
02601,MA,02601,02601,02601,East,Cold,MA,MA,US-MA
02653,MA,02653,02653,02653,South,Cold,MA,MA,US-MA
02667,MA,02667,02667,02667,East,Cold,MA,MA,US-MA
02668,MA,02668,02668,02668,West,Cold,MA,MA,US-MA
03101,MA,03101,03101,03101,West,Cold,MA,MA,US-MA
03801,MA,03801,03801,03801,West,Warm,MA,MA,US-MA
03820,MA,03820,03820,03820,West,Cold,MA,MA,US-MA
03824,MA,03824,03824,03824,South,Cold,MA,MA,US-MA
03833,MA,03833,03833,03833,West,Cold,MA,MA,US-MA
03839,MA,03839,03839,03839,East,Cold,MA,MA,US-MA
03842,MA,03842,03842,03842,West,Cold,MA,MA,US-MA
MA,NE Cluster #3,US-MA,,,,,,,
NE Cluster #3,Northeast,,,,,,,,
Northeast,US East,S01,,,,,,,
01201,NY,01201,01201,01201,South,Cold,NY,NY,US-NY
01230,NY,01230,01230,01230,North,Cold,NY,NY,US-NY
01247,NY,01247,01247,01247,South,Cold,NY,NY,US-NY
01267,NY,01267,01267,01267,East,Cold,NY,NY,US-NY
05201,NY,05201,05201,05201,North,Cold,NY,NY,US-NY
05250,NY,05250,05250,05250,West,Cold,NY,NY,US-NY
05255,NY,05255,05255,05255,South,Cold,NY,NY,US-NY
06830,NY,06830,06830,06830,South,Hot,NY,NY,US-NY
07002,NY,07002,07002,07002,South,Cold,NY,NY,US-NY
07003,NY,07003,07003,07003,East,Cold,NY,NY,US-NY
07004,NY,07004,07004,07004,West,Cold,NY,NY,US-NY
07006,NY,07006,07006,07006,North,Cold,NY,NY,US-NY
07008,NY,07008,07008,07008,East,Cold,NY,NY,US-NY
07011,NY,07011,07011,07011,West,Cold,NY,NY,US-NY
07016,NY,07016,07016,07016,North,Cold,NY,NY,US-NY
07017,NY,07017,07017,07017,North,Cold,NY,NY,US-NY
07024,NY,07024,07024,07024,South,Cold,NY,NY,US-NY
07029,NY,07029,07029,07029,South,Cold,NY,NY,US-NY
07030,NY,07030,07030,07030,East,Cold,NY,NY,US-NY
07032,NY,07032,07032,07032,South,Cold,NY,NY,US-NY
07035,NY,07035,07035,07035,East,Cold,NY,NY,US-NY
07036,NY,07036,07036,07036,West,Cold,NY,NY,US-NY
07039,NY,07039,07039,07039,South,Cold,NY,NY,US-NY
07041,NY,07041,07041,07041,East,Cold,NY,NY,US-NY
07047,NY,07047,07047,07047,North,Cold,NY,NY,US-NY
07052,NY,07052,07052,07052,East,Cold,NY,NY,US-NY
07054,NY,07054,07054,07054,East,Hot,NY,NY,US-NY
07059,NY,07059,07059,07059,East,Cold,NY,NY,US-NY
07068,NY,07068,07068,07068,South,Cold,NY,NY,US-NY
07070,NY,07070,07070,07070,West,Cold,NY,NY,US-NY
07071,NY,07071,07071,07071,East,Cold,NY,NY,US-NY
07072,NY,07072,07072,07072,North,Cold,NY,NY,US-NY
07073,NY,07073,07073,07073,South,Cold,NY,NY,US-NY
07074,NY,07074,07074,07074,East,Cold,NY,NY,US-NY
07078,NY,07078,07078,07078,North,Cold,NY,NY,US-NY
07079,NY,07079,07079,07079,East,Cold,NY,NY,US-NY
07080,NY,07080,07080,07080,West,Cold,NY,NY,US-NY
07081,NY,07081,07081,07081,East,Cold,NY,NY,US-NY
07083,NY,07083,07083,07083,South,Cold,NY,NY,US-NY
07086,NY,07086,07086,07086,East,Cold,NY,NY,US-NY
07094,NY,07094,07094,07094,West,Warm,NY,NY,US-NY
07097,NY,07097,07097,07097,North,Hot,NY,NY,US-NY
07101,NY,07101,07101,07101,South,Warm,NY,NY,US-NY
07110,NY,07110,07110,07110,West,Cold,NY,NY,US-NY
07201,NY,07201,07201,07201,North,Cold,NY,NY,US-NY
07203,NY,07203,07203,07203,East,Cold,NY,NY,US-NY
07401,NY,07401,07401,07401,West,Cold,NY,NY,US-NY
07407,NY,07407,07407,07407,East,Cold,NY,NY,US-NY
07410,NY,07410,07410,07410,East,Cold,NY,NY,US-NY
07416,NY,07416,07416,07416,West,Cold,NY,NY,US-NY
07417,NY,07417,07417,07417,North,Cold,NY,NY,US-NY
07424,NY,07424,07424,07424,South,Cold,NY,NY,US-NY
07430,NY,07430,07430,07430,North,Warm,NY,NY,US-NY
07446,NY,07446,07446,07446,West,Cold,NY,NY,US-NY
07450,NY,07450,07450,07450,North,Cold,NY,NY,US-NY
07452,NY,07452,07452,07452,South,Cold,NY,NY,US-NY
07463,NY,07463,07463,07463,East,Cold,NY,NY,US-NY
07470,NY,07470,07470,07470,West,Cold,NY,NY,US-NY
07481,NY,07481,07481,07481,North,Cold,NY,NY,US-NY
07501,NY,07501,07501,07501,South,Cold,NY,NY,US-NY
07601,NY,07601,07601,07601,East,Cold,NY,NY,US-NY
07604,NY,07604,07604,07604,East,Cold,NY,NY,US-NY
07605,NY,07605,07605,07605,West,Cold,NY,NY,US-NY
07606,NY,07606,07606,07606,South,Cold,NY,NY,US-NY
07607,NY,07607,07607,07607,East,Cold,NY,NY,US-NY
07608,NY,07608,07608,07608,West,Cold,NY,NY,US-NY
07631,NY,07631,07631,07631,East,Cold,NY,NY,US-NY
07632,NY,07632,07632,07632,West,Cold,NY,NY,US-NY
07640,NY,07640,07640,07640,East,Cold,NY,NY,US-NY
07643,NY,07643,07643,07643,West,Cold,NY,NY,US-NY
07645,NY,07645,07645,07645,North,Warm,NY,NY,US-NY
07647,NY,07647,07647,07647,West,Cold,NY,NY,US-NY
07652,NY,07652,07652,07652,South,Cold,NY,NY,US-NY
07656,NY,07656,07656,07656,South,Cold,NY,NY,US-NY
07660,NY,07660,07660,07660,East,Cold,NY,NY,US-NY
07662,NY,07662,07662,07662,West,Cold,NY,NY,US-NY
07666,NY,07666,07666,07666,North,Cold,NY,NY,US-NY
07670,NY,07670,07670,07670,West,Cold,NY,NY,US-NY
07677,NY,07677,07677,07677,North,Cold,NY,NY,US-NY
07701,NY,07701,07701,07701,West,Cold,NY,NY,US-NY
07702,NY,07702,07702,07702,West,Cold,NY,NY,US-NY
07712,NY,07712,07712,07712,North,Cold,NY,NY,US-NY
07719,NY,07719,07719,07719,East,Cold,NY,NY,US-NY
07724,NY,07724,07724,07724,South,Cold,NY,NY,US-NY
07728,NY,07728,07728,07728,West,Cold,NY,NY,US-NY
07733,NY,07733,07733,07733,East,Cold,NY,NY,US-NY
07738,NY,07738,07738,07738,North,Cold,NY,NY,US-NY
07740,NY,07740,07740,07740,South,Cold,NY,NY,US-NY
07747,NY,07747,07747,07747,East,Cold,NY,NY,US-NY
07748,NY,07748,07748,07748,West,Cold,NY,NY,US-NY
07753,NY,07753,07753,07753,North,Cold,NY,NY,US-NY
07757,NY,07757,07757,07757,East,Cold,NY,NY,US-NY
07764,NY,07764,07764,07764,West,Cold,NY,NY,US-NY
07801,NY,07801,07801,07801,North,Cold,NY,NY,US-NY
07826,NY,07826,07826,07826,South,Cold,NY,NY,US-NY
07860,NY,07860,07860,07860,East,Cold,NY,NY,US-NY
07866,NY,07866,07866,07866,West,Cold,NY,NY,US-NY
07901,NY,07901,07901,07901,West,Cold,NY,NY,US-NY
07920,NY,07920,07920,07920,South,Cold,NY,NY,US-NY
07921,NY,07921,07921,07921,North,Cold,NY,NY,US-NY
07922,NY,07922,07922,07922,West,Cold,NY,NY,US-NY
